ID,NAME,LAT,LONG,ELEVATION
2160842,prclimate2160842,29.9333702638414,-95.823373374939,50.1616630554199
2160843,prclimate2160843,29.9333702638414,-95.7234011544122,46.6820640563965
2160844,prclimate2160844,29.9333702638414,-95.6234289338854,39.7219581604004
2160845,prclimate2160845,29.9333702638414,-95.5234567133586,35.5819320678711
2164442,prclimate2164442,29.8334258143107,-95.823373374939,48.0211639404297
2164443,prclimate2164443,29.8334258143107,-95.7234011544122,40.475341796875
2164444,prclimate2164444,29.8334258143107,-95.6234289338854,30.3850555419922
2164445,prclimate2164445,29.8334258143107,-95.5234567133586,26.7806243896484
2164446,prclimate2164446,29.8334258143107,-95.4234844928318,23.9441699981689
2168043,prclimate2168043,29.73348136478,-95.7234011544122,28.8944892883301
2168045,prclimate2168045,29.73348136478,-95.5234567133586,20.4771575927734
