ID,NAME,LAT,LONG,ELEVATION
2160842,tasclimate2160842,29.9333702638414,-95.823373374939,50.2043571472168
2160843,tasclimate2160843,29.9333702638414,-95.7234011544122,46.6510047912598
2160844,tasclimate2160844,29.9333702638414,-95.6234289338854,39.7105979919434
2160845,tasclimate2160845,29.9333702638414,-95.5234567133586,35.1591377258301
2164442,tasclimate2164442,29.8334258143107,-95.823373374939,47.6078681945801
2164443,tasclimate2164443,29.8334258143107,-95.7234011544122,40.4663619995117
2164444,tasclimate2164444,29.8334258143107,-95.6234289338854,30.3850555419922
2164445,tasclimate2164445,29.8334258143107,-95.5234567133586,26.5971527099609
2164446,tasclimate2164446,29.8334258143107,-95.4234844928318,23.9761028289795
2168043,tasclimate2168043,29.73348136478,-95.7234011544122,28.9053535461426
2168045,tasclimate2168045,29.73348136478,-95.5234567133586,20.4707622528076
