ID,NAME,LAT,LONG,ELEVATION
2160842,precipitation2160842,29.9333702638414,-95.823373374939,50.2043571472168
2160843,precipitation2160843,29.9333702638414,-95.7234011544122,46.6510047912598
2160844,precipitation2160844,29.9333702638414,-95.6234289338854,39.7105979919434
2160845,precipitation2160845,29.9333702638414,-95.5234567133586,35.1591377258301
2164442,precipitation2164442,29.8334258143107,-95.823373374939,47.6078681945801
2164443,precipitation2164443,29.8334258143107,-95.7234011544122,40.4663619995117
2164444,precipitation2164444,29.8334258143107,-95.6234289338854,30.3850555419922
2164445,precipitation2164445,29.8334258143107,-95.5234567133586,26.5971527099609
2164446,precipitation2164446,29.8334258143107,-95.4234844928318,23.9761028289795
2168043,precipitation2168043,29.73348136478,-95.7234011544122,28.9053535461426
2168045,precipitation2168045,29.73348136478,-95.5234567133586,20.4707622528076
